plz,strasse,nummer,lon,lat,status,modifikation,batterie,kommentar
8330,Loorenrainstrasse,5,8.788751,47.376184,IN_BETRIEB,27.01.2025,True,Batterie
8330,Loorenrainstrasse,6,8.78854751586914,47.37677001953125,IN_BETRIEB,11.02.2021,False,
8330,Mattenstrasse,88,8.774360656738281,47.36846160888672,IN_BETRIEB,08.01.2018,False,
8330,Mattenstrasse,90,8.774580955505371,47.36836242675781,IN_BETRIEB,26.04.2019,False,
8330,Mettlenstrasse,7,8.791800498962402,47.362770080566406,IN_BETRIEB,,False,"kein Plan vorhanden, BG2012-0084"
8330,Mettlenstrasse,18a,8.792926788330078,47.362483978271484,UNBEKANNT,,False,(BG2012-0004) nicht erstellt
8330,Mettlenstrasse,19c,8.792962074279785,47.36328125,IN_BETRIEB,10.07.2024,False,
8330,Mettlenstrasse,20a,8.793288230895996,47.362308502197266,IN_BETRIEB,,False,"kein Plan vorhanden, BG2011-0045"
8330,Mettlenstrasse,20d,8.793545722961426,47.3621826171875,IN_BETRIEB,,False,"kein Plan vorhanden, BG2013-0037"
8330,Mettlenstrasse,36,8.793325424194336,47.36272048950195,IN_BETRIEB,03.10.2017,False,
8331,Mythenstrasse,2,8.818271,47.343614,IN_BETRIEB,07.11.2024,True,"Batterie, Schopf"
8330,Neuhofstrasse,2,8.794313430786133,47.36430740356445,IN_BETRIEB,29.11.2017,False,
8330,Neuhofstrasse,10,8.793481,47.364087,IN_BETRIEB,19.02.2026,False,
8330,Näppenrainstrasse,2a,8.78987979888916,47.374732971191406,IN_BETRIEB,02.07.2021,False,
8330,Näppenrainstrasse,4,8.789541244506836,47.37487030029297,IN_BETRIEB,04.04.2019,False,
8330,Näppenrainstrasse,7,8.788224220275879,47.375328063964844,IN_BETRIEB,20.03.2015,False,
